Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Устенко,Максим,Юрійович,Чоловіча,17.12.1954,Складальник,село Олександрівськ,"парк Чубаївська, буд. 57 кв. 896, Кипуче, 78689",043 431-22-57,telychenkoamvrosii@example.org
Вівчаренко,Олекса,Іванович,Чоловіча,23.07.1945,Машиніст,село Яготин,"парк 4-та Лінія Марії Демченко, буд. 75, Кам'янка (Черкаська область), 92315",657-96-68,venedyktkovalenko@example.com
Шеремет,Альберт,Юрійович,Чоловіча,22.06.1953,Конструктор,хутір Рогатин,"площа Пресича Олександра, буд. 06 кв. 0, Деражня, 44372",777 21 94,alina20@example.net
Атрощенко,Мартин,Іванович,Чоловіча,21.05.1988,Пекар,місто Тульчин,"провулок Маршала Малиновського, буд. 8, Енергодар, 76290",+380 41 041 60 56,oles11@example.com
Стус,Демид,Олександрович,Чоловіча,14.09.1956,Кінорежисер,селище Миколаїв,"вулиця Цегляна, буд. 439, Конотоп, 59024",017 080 98 56,drobiazkovasyl@example.com
Ємець,Веніямин,Олексійович,Чоловіча,20.07.2001,Візажист,село Куп'янськ,"парк Естонський, буд. 65, Люботин, 04075",006 21 81,telychenkomaryna@example.com
Тимченко,Василь,Олегович,Чоловіча,29.07.1968,Електромонтер,село Тернівка ,"сквер Омська, буд. 68, Хмільник, 22303",057-18-89,oleksa99@example.com
Жадан,Богдан,Іванович,Чоловіча,03.04.1959,Гірничий інженер,селище Сновськ,"сквер Матюшенка, буд. 2 кв. 41, Херсон, 32187",028 397 18 51,myroslavchumak@example.com
Михалюк,Євген,Іванович,Чоловіча,09.04.1988,Реабілітолог,хутір Тячів,"проспект Балтський 1-й, буд. 28 кв. 257, Докучаєвськ, 28687",+380 52 277-22-06,iukhymbaida@example.com
Черінько,Мирослав,Олегович,Чоловіча,30.12.2002,Композитор,хутір Волочиськ,"провулок Східний 2-й, буд. 03 кв. 0, Монастириська, 38918",+380 (03) 439-91-85,alina90@example.net
Петлюра,Олег,Олександрович,Чоловіча,18.07.2002,Фотограф,село Херсон,"парк Миколи Вороного, буд. 79, Ізяслав, 12182",+380 (50) 272-59-51,barannyksymon@example.com
Александренко,Руслан,Юрійович,Чоловіча,24.06.2007,Менеджер,хутір Чистякове,"парк Керченський 2-й, буд. 194 кв. 7, Хорол , 96414",+380 75 131 76 95,zasukhaalbina@example.org
Закусило,Степан,Олександрович,Чоловіча,11.12.1953,Публіцист,місто Татарбунари,"набережна Леваневського, буд. 06, Ковель, 46194",067 978 69 29,abrahamovskyihavrylo@example.com
Павличенко,Герман,Іванович,Чоловіча,22.04.1966,Драматург,село Гайсин,"площа Деволанівська, буд. 68, Кропивницький, 25164",032 719 97 44,dmazur@example.net
Ільєнко,Святослав,Олександрович,Чоловіча,07.07.1940,Палеонтолог,селище Першотравенськ,"парк Злакова, буд. 0 кв. 8, Ізюм, 13227",616 12 72,iosypperepelytsia@example.net
Тесля,Алевтин,Петрович,Чоловіча,30.06.1945,Золотар,село Тетіїв,"провулок Лінія 36-та, буд. 7 кв. 9, Підгайці, 60968",+380 40 638 36 04,danrebryk@example.com
Вернидуб,Тарас,Олегович,Чоловіча,13.07.2005,Кінокритик,місто Єнакієве,"провулок Кордонний, буд. 9, Заліщики, 63269",+380 (74) 113-96-73,vartemenko@example.org
Рябошапка,Демʼян,Олексійович,Чоловіча,10.06.1997,Доцент,селище Зміїв,"проспект Ф. Пішеніна, буд. 979, Буча, 46510",925-54-65,klavdiia17@example.com
Швайка,Ростислав,Петрович,Чоловіча,05.12.1977,Реабілітолог,село Ясинувата,"проспект Нахімова, буд. 8 кв. 64, Ватутіне, 75721",+380 64 331 44 23,npushkar@example.com
Жук,Гаврило,Юрійович,Чоловіча,21.04.2001,Письменник,хутір Глобине,"площа Академіка Гаркавого, буд. 521 кв. 91, Буча, 43835",+380 09 461 43 19,levkocherednyk@example.com
Кальченко,Михайло,Юрійович,Чоловіча,24.12.2007,Менеджер,село Шпола,"провулок Касима Юрія, буд. 1 кв. 99, Городок, 76586",+380 (56) 820-21-02,feofan50@example.com
Власюк,Аврелій,Вікторович,Чоловіча,09.02.1984,Редактор,хутір Болехів,"провулок 12-та Лінія 6-й ст. Люстдорфської дороги, буд. 16, Боково-Хрустальне, 16207",+380 (35) 432-15-78,bsalii@example.net
Балабан,Георгій,Петрович,Чоловіча,14.11.1968,Візажист,селище Славута,"шосе Ананьївська, буд. 00 кв. 23, Токмак, 15913",091 744-03-14,shyianiaroslava@example.net
Лисенко,Євген,Юрійович,Чоловіча,03.04.1987,Кур'єр,хутір Сколе,"сквер Дюківський сад, буд. 67, Новояворівськ, 61509",+380 79 766-15-82,iaroslavazasenko@example.net
Вертипорох,Сергій,Олегович,Чоловіча,02.01.1987,Кінокритик,селище Боярка,"набережна 13-та Лінія 6-й ст. Люстдорфської дороги, буд. 77 кв. 97, Мерефа, 23504",435 15 40,frantsverkhola@example.com
Петлюра,Богдан,Анатолійович,Чоловіча,19.02.1967,Професор,село Саки ,"площа Астрономічний, буд. 5 кв. 05, Соснівка , 42414",329-28-24,volodymyr66@example.org
Гаврилець,Руслан,Анатолійович,Чоловіча,29.04.1950,Паблік рилейшнз,хутір Кипуче,"провулок Херсонський сквер, буд. 115, Суходільськ, 76547",813 95 98,pavlo93@example.net
Власенко,Лукʼян,Іванович,Чоловіча,10.08.2008,Інженер,хутір Коломия,"проспект Ланжерон, буд. 9 кв. 631, Камінь-Каширський, 23746",175-26-08,durdynetsoleksa@example.net
Гавриш,Арсен,Вікторович,Чоловіча,16.12.1943,Намотувальник,хутір Бережани,"вулиця Вокзальний, буд. 0 кв. 4, Першотравенськ, 55669",+380 (94) 822-18-50,hryhorii19@example.org
Жайворон,Артем,Юрійович,Чоловіча,10.05.1990,Локсмайстер,село Феодосія,"шосе Спиридонівська, буд. 115 кв. 50, Кагарлик, 73410",053 192-10-66,qchmil@example.net
Рябченко,Вʼячеслав,Юрійович,Чоловіча,07.07.1945,Адвокат,місто Миколаїв,"проспект Дача Ковалевського, буд. 3 кв. 3, Заставна, 34674",+380 59 042-73-40,amvrosii66@example.org
Іщак,Трохим,Петрович,Чоловіча,21.05.2001,Актор,селище Чугуїв,"проспект Лінія 22-га, буд. 668 кв. 55, Здолбунів, 73062",+380 (91) 864-59-78,vadym54@example.net
Хомик,Тимофій,Вікторович,Чоловіча,07.08.2008,Кіноактор,хутір Лубни,"проспект Флотський 3-й, буд. 80 кв. 61, Берестечко, 94971",+380 28 950-47-38,ikorbut@example.com
Акуленко,Богодар,Іванович,Чоловіча,19.06.1963,Фармацевт,селище Волочиськ,"сквер Ляпідевського, буд. 2, Бобринець, 73907",056 686-47-44,ielysei26@example.com
Бабко,Гліб,Вікторович,Чоловіча,03.10.1947,Стропальник,хутір Вільногірськ,"парк Аеродромна, буд. 43, Берегове, 29731",+380 53 539-62-84,rozaliiababiichuk@example.org
Яремчук,Панас,Іванович,Чоловіча,13.02.1945,Кінорежисер,хутір Зугрес,"площа Шилова, буд. 3, Богодухів, 78091",433 08 07,ivanvatamaniuk@example.com
Романенко,Ярема,Олександрович,Чоловіча,22.07.1998,Палеонтолог,місто Мелітополь,"парк Локомотивний 3-й, буд. 9 кв. 0, Сватове, 85074",+380 (84) 060-05-23,saliipavlo@example.org
Онуфрієнко,Устим,Анатолійович,Чоловіча,13.12.1977,Кур'єр,хутір Судова Вишня,"провулок 18-та Лінія 6-й ст. Люстдорфської дороги, буд. 977, Тисмениця, 74081",389-60-72,ivan90@example.org
Безбородьки,Прохір,Вікторович,Чоловіча,14.07.2000,Золотар,місто Красногорівка,"проспект Південно-Санаторний, буд. 8 кв. 3, Запоріжжя, 20563",+380 48 775-92-02,oleh36@example.net
